170       171
155       162
174       191
186       181
198       153
152       166
150       173
160       164
152       128
196       198
176       176
138       136
180       174
165       179
210       229
164       161
142       105
155       182
146       147
146       148
156       161
184       178
201       211
138       121
155       166
168       190
176       177
143       130
139       85
255       256
218       185
243       268
146       126
